idUsuari, mitjana
164,0.655775
165,4.083582
166,-3.457826
167,2.5967
168,6.016667
169,-0.308871
170,2.489756
171,0.221707
172,0.622576
173,3.212683
174,1.452619
175,2.421842
176,1.341944
177,-0.163778
178,0.026364
179,6.073019
180,0.927955
181,1.87
182,-4.331091
183,-6.979032
184,3.975
185,-2.162542
186,4.331111
187,-0.695205
188,-3.310513
189,3.227561
190,-0.609545
191,0.741475
192,0.61662
193,2.9067
194,2.569592
195,-2.795
196,2.5881
197,2.353768
198,-0.59596
199,2.536744
200,2.293333
201,2.178154
202,-0.376263
203,0.004795
204,1.000833
205,0.2217
206,3.409474
207,-3.0426
208,3.445361
209,0.23493
210,7.251818
211,-0.787746
212,-5.326061
213,1.329138
214,1.370563
215,-0.666
216,4.017606
217,-6.064267
218,0.081944
219,0.02122
220,2.357778
221,-1.557374
222,0.6232
223,1.1102
224,-0.058644
225,1.528378
226,-1.4463
227,2.25831
228,2.071
229,2.63061
230,0.56
231,2.88617
232,0.992174
233,4.314949
234,1.15878
235,-0.050741
236,4.417429
237,-0.553562
238,-2.074737
239,0.797397
240,1.9773
241,0.052297
242,6.704949
243,2.675333
244,-0.723737
245,0.492857
246,1.454615
247,1.5175
248,0.212571
249,2.0434
250,-0.366364
251,-4.074762
252,-0.969459
253,0.186667
254,1.00274
255,0.778
256,2.574783
257,-4.420606
258,1.3998
259,2.70137
260,-0.176056
261,-1.2058
262,0.17507
263,3.012115
264,0.205556
265,0.133229
266,1.896267
267,4.058636
268,-2.011429
269,1.843182
270,-0.648947
271,0.507719
272,1.1
273,3.120286
274,0.41459
275,0.549796
276,-0.431313
277,-0.775612
278,5.161333
279,3.273889
280,3.19
281,-0.828507
282,0.911667
283,-1.542877
284,0.5259
285,-2.673333
286,2.591753
287,0.295
288,4.440217
289,-3.876522
290,1.590267
291,-1.589691
292,3.6898
293,1.408283
294,2.294648
295,3.002667
296,0.955
297,-0.29662
298,3.421538
299,-0.541571
300,2.460256
301,0.482609
302,2.605738
303,-2.499691
304,1.979028
305,-3.994928
306,3.729388
307,-0.316415
308,2.557216
309,2.220909
310,1.968485
311,1.956735
312,4.675641
313,-0.3495
314,-0.543737
315,3.3505
316,-0.159388
317,2.110972
318,1.057838
319,2.442281
320,2.151471
321,0.125758
322,4.655556
323,-3.579306
324,0.234286
325,0.0712
326,0.016024
327,2.513854
328,1.379588
329,2.839219
330,5.272254
331,0.363953
332,3.7491
333,2.814884
334,1.980202
335,2.0478
336,-0.926465
337,2.977083
338,-2.166667
339,5.039718
340,-0.948961
341,1.194521
342,1.41678
343,-0.183093
344,-1.861429
345,5.3004
346,-1.12875
347,0.559859
348,0.881552
349,-0.319
350,-0.691667
351,2.341579
352,2.956415
353,1.146389
354,-2.956596
355,-5.551316
356,2.541959
357,-0.055972
358,-1.237556
359,-6.387143
360,-0.328454
361,0.95
362,1.253056
363,2.146389
364,-0.266829
365,1.112
366,1.512323
367,-1.7471
368,0.154694
369,2.379362
370,-0.074865
371,-0.783333
372,3.995417
373,0.4547
374,-1.24
375,0.948283
376,1.833182
377,-1.606869
378,1.255859
379,-1.200206
380,3.070678
381,2.2969
382,-1.43717
383,3.084343
384,-0.844946
385,1.222817
386,-0.852326
387,-2.478298
388,2.91433
389,1.692329
390,-0.167361
391,1.508025
392,3.07596
393,-1.84
394,-0.090962
395,-3.2143
396,2.818283
397,-1.09
398,-2.749512
399,4.73
400,4.245946
401,-0.771884
402,-1.605135
403,3.069565
404,5.692551
405,-0.467732
406,1.678039
407,4.191414
408,3.239014
409,-0.515077
410,-1.997945
411,-0.24274
412,-1.812286
413,1.115897
414,-0.202857
415,1.029167
416,6.731905
417,1.0825
418,2.102368
419,4.476486
420,3.445493
421,-1.675417
422,0.641733
423,2.183402
424,-1.075857
425,1.486719
426,-0.150278
427,4.740597
428,-0.2513
429,0.891549
430,0.332683
431,0.319444
432,2.861494
433,2.657071
434,-5.286818
435,2.284444
436,-0.666066
437,-5.043855
438,3.901717
439,-1.525616
440,-1.181719
441,4.457447
442,2.585556
443,5.804412
444,-1.553684
445,2.9616
446,0.444286
447,2.533333
448,-2.069778
449,4.49
450,4.0235
451,0.394184
452,-2.709796
453,0.9507
454,0.28411
455,4.874949
456,-0.820429
457,-0.196869
458,-0.8533
459,3.943194
460,-3.984141
461,-2.974773
462,1.593973
463,4.4811
464,-1.063333
465,1.618108
466,4.252838
467,1.1976
468,7.529189
469,3.602857
470,3.662703
471,1.682542
472,-3.811698
473,1.868478
474,0.984949
475,0.919495
476,-0.077818
477,3.825143
478,-0.984359
479,-1.423692
480,2.383676
481,5.70569
482,-2.7135
483,-3.725
484,-2.670101
485,4.7647
486,-1.541875
487,-3.080238
488,1.061842
489,0.918088
490,-0.488955
491,3.2191
492,-0.336163
493,5.382571
494,2.577246
495,-2.005152
496,1.138857
497,-1.573857
498,-0.206136
499,1.69863
500,-4.764306
501,-0.687879
502,3.990208
503,3.63225
504,0.838871
505,0.9721
506,3.2013
507,-3.364565
508,-2.5268
509,-3.194634
510,-1.423191
511,-0.394583
512,1.341957
513,1.896154
514,-0.875211
515,-1.8095
516,-3.0725
517,0.275128
518,1.608684
519,1.727273
520,2.127
521,3.895455
522,1.228904
523,2.587794
524,6.711972
525,4.080946
526,2.980755
527,3.192626
528,5.067813
529,4.061549
530,0.566263
531,1.623824
532,-3.001939
533,2.178406
534,3.532432
535,0.223421
536,2.655897
537,5.0765
538,2.100548
539,1.910506
540,-1.956
541,5.424848
542,-0.351111
543,-1.334138
544,-1.3171
545,5.191
546,5.126923
547,2.553571
548,0.913143
549,-1.6295
550,2.518
551,1.611313
552,2.234186
553,1.9225
554,-1.109455
555,-2.539394
556,2.202727
557,0.072453
558,-1.26551
559,2.49625
560,-2.793611
561,4.413333
562,-3.0392
563,1.047925
564,4.616735
565,-1.405227
566,0.306757
567,0.114583
568,-3.383425
569,4.077857
570,3.487568
571,2.251667
572,0.323944
573,-2.748723
574,0.8213
575,0.280137
576,1.261522
577,-2.004091
578,-0.495833
579,-0.073429
580,-0.454646
581,0.187949
582,5.087568
583,2.441143
584,0.066939
585,-3.9095
586,-1.065278
587,-2.132045
588,3.202292
589,5.339322
590,4.327419
591,0.496701
592,4.494444
593,2.02375
594,-4.644255
595,3.002676
596,1.7823
597,0.538276
598,2.84359
599,1.68726
600,-1.775694
601,-1.145849
602,-0.198367
603,1.425493
604,2.37973
605,4.981296
606,-2.399492
607,4.032895
608,0.75125
609,-0.303623
610,3.972041
611,1.680417
612,-0.650244
613,0.155818
614,-2.889694
615,2.831549
616,7.624796
617,1.2825
618,2.885833
619,4.0075
620,2.148333
621,4.977292
622,1.415616
623,1.350789
624,2.0581
625,1.367576
626,1.649857
627,-0.475
628,0.878243
629,0.183973
630,-4.997183
631,1.618043
632,-0.506667
633,0.0546
634,2.323814
635,0.057746
636,-1.056289
637,-0.205467
638,0.29125
639,6.739437
640,4.170968
641,1.708169
642,-3.487317
643,2.869429
644,1.511236
645,1.932576
646,4.590206
647,4.814219
648,2.596757
649,2.231389
650,5.906863
651,1.977143
652,1.387879
653,6.607671
654,4.1616
655,1.42427
656,0.555352
657,-1.358283
658,3.080303
659,0.593111
660,2.1272
661,2.692162
662,4.861831
663,0.292381
664,-5.316
665,-3.238519
666,3.347
667,2.80602
668,0.930617
669,2.205775
670,-0.688649
671,4.435833
672,6.308333
673,-6.944118
674,3.965915
675,1.448776
676,-1.809324
677,-1.058056
678,0.710972
679,-1.351923
680,-0.766735
681,6.925814
682,1.211538
683,1.025306
684,0.4831
685,-0.83125
686,-2.912041
687,3.944186
688,-0.034828
689,4.209651
690,3.121034
691,5.074731
692,-0.027949
693,0.704845
694,2.943889
695,1.0178
696,1.600556
697,0.771549
698,-1.999859
699,2.01798
700,0.494571
701,2.892935
702,1.773636
703,-4.480141
704,1.4164
705,2.033402
706,2.630182
707,-0.019815
708,0.584328
709,-0.905
710,3.433608
711,0.556263
712,-1.2884
713,-0.485111
714,2.825909
715,1.202755
716,1.0602
717,-1.80798
718,2.032632
719,-4.437945
720,-2.508906
721,0.692222
722,4.6471
723,1.660423
724,-0.187358
725,-4.730923
726,1.46618
727,1.289798
728,-0.053922
729,-1.3068
730,5.037719
731,2.318082
732,2.641515
733,3.602623
734,5.6754
735,-2.099041
736,0.529072
737,-0.5754
738,0.780182
739,-1.6938
740,-1.69197
741,1.806027
742,2.043889
743,-1.7704
744,5.710137
745,0.312817
746,0.070408
747,2.974082
748,2.706566
749,0.2809
750,0.096047
751,2.877347
752,2.729444
753,1.062041
754,2.662708
755,2.579259
756,3.7
757,3.14
758,1.395979
759,4.391268
760,4.415139
761,1.658406
762,3.484583
763,2.084043
764,-3.9752
765,0.952105
766,3.0946
767,1.611311
768,0.324722
769,4.502444
770,1.645694
771,1.424902
772,-0.252857
773,1.791316
774,4.220976
775,2.379375
776,2.990909
777,1.433469
778,-3.074366
779,1.728788
780,4.375875
781,2.041111
782,3.300139
783,3.886829
784,2.551081
785,0.416977
786,3.709697
787,-1.780114
788,2.975217
789,3.86451
790,0.407324
791,0.744795
792,-0.268636
793,-1.701389
794,-1.698916
795,2.07
796,2.777677
797,5.518384
798,0.458283
799,-2.113472
800,4.631481
801,1.265205
802,-0.777317
803,5.897865
804,-2.516901
805,0.624091
806,1.850959
807,-2.4299
808,1.711176
809,2.3457
810,1.160857
811,0.058333
812,3.001714
813,0.8158
814,1.008889
815,0.302917
816,1.303131
817,0.699175
818,0.425479
819,2.966735
820,-2.191846
821,0.081522
822,-0.906923
823,1.393889
824,4.677083
825,4.1555
826,0.990952
827,1.091795
828,-0.688878
829,4.451806
830,-0.235
831,-0.626522
832,0.871333
833,-1.762703
834,1.768611
835,3.927179
836,0.230707
837,-0.858421
838,0.255
839,3.260741
840,4.333737
841,-2.97274
842,-1.932222
843,0.545694
844,3.309014
845,0.339859
846,-4.8865
847,2.472184
848,2.419792
849,3.2256
850,0.492069
851,1.965217
852,1.093088
853,0.41527
854,-1.318687
855,-1.667042
856,1.436735
857,3.459559
858,3.996825
859,2.286667
860,0.783611
861,2.872545
862,0.71
863,2.609296
864,-6.025556
865,0.7224
866,3.1368
867,2.506939
868,1.008169
869,2.589744
870,1.947534
871,1.887381
872,-2.671
873,3.616889
874,0.896479
875,1.5156
876,2.744127
877,-1.681857
878,1.048571
879,1.286712
880,1.035435
881,-1.464878
882,-0.324048
883,-1.231616
884,-0.343836
885,0.5699
886,2.135408
887,0.913014
888,-1.509041
889,-1.052254
890,2.734324
891,-0.787172
892,2.2199
893,1.6099
894,-0.792778
895,3.22012
896,-0.297778
897,1.357391
898,-1.140755
899,3.175122
900,-1.624694
901,-1.161321
902,-0.100645
903,4.026338
904,0.599167
905,3.684179
906,1.266061
907,2.716977
908,2.080256
909,2.68925
910,0.84875
911,-0.413721
912,1.672639
913,6.442083
914,0.114898
915,0.497826
916,1.86875
917,-1.2016
918,-5.508889
919,1.436071
920,1.098947
921,0.932245
922,3.379028
923,-1.62963
924,2.98303
925,-3.690612
926,-1.1817
927,1.434429
928,0.834085
929,2.480185
930,0.483878
931,2.878082
932,2.150833
933,-1.02662
934,1.0306
935,-1.54134
936,2.36
937,-0.82439
938,-1.993529
939,0.1755
940,4.219121
941,5.996869
942,-3.323737
943,2.3035
944,0.664247
945,2.560962
946,1.82404
947,0.0325
948,5.668611
949,3.669286
950,0.821356
951,4.971094
952,-0.374143
953,-0.105152
954,0.68449
955,2.681707
956,-1.862895
957,0.340143
958,-0.21413
959,0.6253
960,-0.732245
961,1.593889
962,0.422222
963,-1.545278
964,2.951282
965,-0.151852
966,-2.639167
967,1.90942
968,3.315263
969,1.102941
970,1.0743
971,-2.915286
972,0.261628
973,0.475352
974,0.278197
975,-3.528919
976,-1.197143
977,0.875775
978,4.9603
979,-5.3082
980,0.174203
981,3.927714
982,4.925745
983,0.046389
984,-2.354286
985,0.575211
986,6.356341
987,7.525918
988,1.688
989,2.035636
990,2.227708
991,3.8072
992,4.793099
993,0.106479
994,2.920508
995,3.893939
996,-1.615354
997,0.641233
998,0.320704
999,-5.9983
1000,1.991918
1001,4.838431
1002,-1.940404
1003,-0.073243
1004,-4.36
1005,1.118873
1006,-0.334795
1007,-3.789192
1008,0.067403
1009,-0.011404
1010,1.896667
1011,0.372525
1012,0.841356
1013,1.220889
1014,-1.412817
1015,5.024343
1016,3.124675
1017,-0.192642
1018,1.157931
1019,4.298286
1020,1.486415
1021,4.6101
1022,-2.262361
1023,-8.72119
1024,-2.119167
1025,-0.383125
1026,1.367
1027,1.522453
1028,0.468727
1029,2.384364
1030,1.886986
1031,4.139485
1032,-4.033256
1033,-0.004366
1034,-0.645652
1035,-0.75398
1036,1.028485
1037,0.447879
1038,-1.8021
1039,-2.249143
1040,2.210455
1041,3.06025
1042,4.098617
1043,3.602881
1044,5.073333
1045,3.652885
1046,3.107143
1047,4.720612
1048,4.148732
1049,-6.234878
1050,1.7904
1051,-1.685156
1052,-4.316486
1053,-1.860714
1054,-3.1972
1055,0.672564
1056,0.372525
1057,3.185366
1058,1.357234
1059,1.632041
1060,-0.577917
1061,-1.46
1062,-1.226338
1063,-0.379492
1064,1.045349
1065,3.618125
1066,4.499495
1067,0.550563
1068,0.134364
1069,-0.090694
1070,1.972
1071,1.705139
1072,-0.472222
1073,5.230682
1074,-1.837467
1075,7.715139
1076,2.193333
1077,5.225758
1078,4.644667
1079,-0.496591
1080,-4.674
1081,-2.003636
1082,-1.213824
1083,2.392676
1084,5.712025
1085,1.916667
1086,2.136889
1087,-0.397639
1088,0.369595
1089,0.383947
1090,-1.515102
1091,0.203421
1092,-1.365253
1093,5.961389
1094,3.101507
1095,1.446327
1096,1.371765
1097,2.28493
1098,-0.231939
1099,-0.816604
1100,1.198085
1101,1.528154
1102,2.424462
1103,2.134857
1104,-0.453115
1105,1.073191
1106,-1.634681
1107,1.658571
1108,2.169643
1109,3.953421
1110,1.412456
1111,-1.881731
1112,0.011224
1113,1.161351
1114,2.95617
1115,-2.580286
1116,0.199231
1117,2.879178
1118,1.154235
1119,2.2069
1120,3.233103
1121,0.653469
1122,2.92093
1123,1.5383
1124,-1.548182
1125,1.10625
1126,-3.113333
1127,-1.193038
1128,4.7139
1129,-2.885972
1130,1.423448
1131,-4.82898
1132,2.697901
1133,2.36875
1134,3.783784
1135,-3.385571
1136,-0.053131
1137,0.046234
1138,-0.156304
1139,-0.557231
1140,-1.987143
1141,-1.995309
1142,1.450732
1143,-0.917119
1144,4.090377
1145,4.817363
1146,2.162727
1147,0.337297
1148,0.2895
1149,0.429211
1150,3.165286
1151,0.025385
1152,2.747297
1153,3.704255
1154,-0.137475
1155,-0.847302
1156,3.723099
1157,1.553261
1158,0.880182
1159,0.164795
1160,3.125893
1161,-1.460137
1162,-0.663286
1163,-1.337857
1164,3.077342
1165,1.951071
1166,4.385556
1167,3.279825
1168,3.134615
1169,1.6209
1170,0.124796
1171,1.482
1172,-1.0
1173,0.749773
1174,0.327879
1175,-0.234444
1176,-2.503636
1177,2.643684
1178,5.381944
1179,5.887041
1180,3.4705
1181,1.354082
1182,-0.974
1183,0.9833
1184,1.081286
1185,0.187556
1186,2.886038
1187,-6.615753
1188,-1.144
1189,-1.021735
1190,4.944286
1191,0.2758
1192,2.708056
1193,-1.478182
1194,-0.718049
1195,1.80169
1196,2.59898
1197,-0.480306
1198,2.4333
1199,0.794225
1200,4.4976
1201,-1.006667
1202,2.3595
1203,-4.589571
1204,-2.366833
1205,2.151111
1206,0.495849
1207,4.257755
1208,-1.969155
1209,0.577321
1210,5.807931
1211,0.382551
1212,1.677183
1213,-1.970755
1214,-0.597143
1215,3.398462
1216,-0.980638
1217,3.821429
1218,-0.019726
1219,0.270345
1220,0.71525
1221,-1.863838
1222,-0.3581
1223,0.750909
1224,3.7432
1225,-2.300556
1226,-1.531959
1227,2.411111
1228,2.5123
1229,-0.315417
1230,0.142619
1231,0.077222
1232,0.767297
1233,0.350202
1234,1.328608
1235,1.597755
1236,3.153288
1237,4.253425
1238,-0.3866
1239,-2.2255
1240,1.540946
1241,0.184182
1242,0.578485
1243,0.6655
1244,-0.7861
1245,4.527391
1246,0.267045
1247,4.752045
1248,5.521515
1249,1.5006
1250,-0.965789
1251,2.05732
1252,-2.5701
1253,-0.674231
1254,0.674658
1255,5.4988
1256,-2.613429
1257,2.193542
1258,0.258767
1259,3.843535
1260,-2.404
1261,0.825833
1262,0.1861
1263,4.702045
1264,0.150704
1265,1.833958
1266,-0.456768
1267,1.502931
1268,2.1295
1269,4.8454
1270,-0.20831
1271,-4.805294
1272,1.440781
1273,1.407561
1274,1.393944
1275,-1.501379
1276,-3.497551
1277,3.604516
1278,-2.73338
1279,-0.307042
1280,-5.98775
1281,1.768095
1282,6.522727
1283,-2.162113
1284,-2.313919
1285,0.8856
1286,1.68974
1287,-3.110303
1288,-2.421311
1289,-2.930556
1290,0.98197
1291,4.321429
1292,-8.009483
1293,-1.159798
1294,-0.397808
1295,3.068182
1296,0.471364
1297,1.2704
1298,3.165612
1299,3.326224
1300,1.283947
1301,-3.506197
1302,0.3765
1303,0.64087
1304,-1.255135
1305,-1.172676
1306,1.5108
1307,0.952222
1308,-0.882982
1309,2.960667
1310,1.540698
1311,-2.527407
1312,1.923509
1313,0.593556
1314,-0.946143
1315,2.081753
1316,-2.713646
1317,2.143131
1318,1.555068
1319,4.038889
1320,2.186533
1321,-3.693333
1322,5.201856
1323,0.501918
1324,-0.470492
1325,2.819423
1326,-0.295111
1327,-0.723971
1328,2.459412
1329,1.599167
1330,1.51413
1331,-0.04253
1332,2.0787
1333,0.101757
1334,4.974557
1335,-0.245532
1336,-0.373299
1337,2.059091
1338,-1.794
1339,4.292353
1340,-1.964474
1341,2.015313
1342,0.740101
1343,0.74
1344,-2.527286
1345,1.639114
1346,0.011717
1347,1.5791
1348,-0.395714
1349,0.045
1350,-0.792143
1351,-2.165493
1352,0.628904
1353,0.290789
1354,2.234186
1355,0.984124
1356,0.310244
1357,0.809714
1358,2.9255
1359,-0.903824
1360,2.107143
1361,-0.344444
1362,-3.322899
1363,-2.7407
1364,0.447576
1365,2.896122
1366,1.800161
1367,-0.381531
1368,3.8773
1369,3.370833
1370,3.2035
1371,0.460909
1372,2.184545
1373,4.169231
1374,-1.455217
1375,0.54169
1376,2.635556
1377,0.199899
1378,6.007391
1379,4.334
1380,0.764082
1381,-3.506224
1382,2.4545
1383,1.70398
1384,-4.146897
1385,-0.090556
1386,0.591528
1387,1.095972
1388,1.236047
1389,4.243469
1390,0.0225
1391,0.789211
1392,2.734545
1393,-8.819808
1394,3.301707
1395,3.578043
1396,0.445143
1397,4.357586
1398,2.1553
1399,2.917938
1400,-0.362319
1401,-4.483333
1402,7.1429
1403,5.071186
1404,5.193711
1405,2.278182
1406,5.706735
1407,1.930909
1408,-0.1915
1409,2.314
1410,-1.154658
1411,1.150615
1412,3.567027
1413,-0.114658
1414,3.231515
1415,0.357381
1416,4.199241
1417,-0.545775
1418,4.18398
1419,4.276786
1420,-1.4959
1421,1.829778
1422,-3.081972
1423,0.157872
1424,3.600702
1425,4.216481
1426,0.204118
1427,-1.371979
1428,1.316341
1429,0.26625
1430,-2.6794
1431,0.180426
1432,7.126633
1433,0.617164
1434,0.130938
1435,0.879192
1436,2.577971
1437,0.824545
1438,2.676316
1439,1.845571
1440,2.819565
1441,4.442308
1442,-2.655694
1443,0.76
1444,-1.196712
1445,-3.164949
1446,-3.832121
1447,1.411538
1448,3.548514
1449,-0.668936
1450,4.096585
1451,1.52119
1452,0.913158
1453,2.922525
1454,2.866939
1455,2.340526
1456,0.103542
1457,0.269
1458,0.468846
1459,-1.936389
1460,0.3259
1461,-2.557813
1462,2.629315
1463,2.062755
1464,-0.32087
1465,4.857
1466,-2.31051
1467,1.643131
1468,0.969512
1469,0.908571
1470,3.314429
1471,-7.1295
1472,-6.0125
1473,4.114646
1474,0.467273
1475,-3.579138
1476,-1.829538
1477,-3.7693
1478,3.835778
1479,0.15274
1480,5.225
1481,-3.0556
1482,0.17725
1483,1.62051
1484,2.027805
1485,1.679333
1486,5.500851
1487,-2.827755
1488,1.768947
1489,-1.2893
1490,2.3062
1491,-2.707297
1492,8.995616
1493,0.50907
1494,-0.896027
1495,0.4261
1496,-4.510789
1497,2.900441
1498,0.652639
1499,2.149778
1500,0.458205
1501,0.374184
1502,0.501781
1503,0.596197
1504,-0.752525
1505,-0.083973
1506,0.373194
1507,-0.356465
1508,-3.135253
1509,5.628333
1510,0.55766
1511,0.5114
1512,1.475972
1513,-0.111316
1514,3.08814
1515,1.844909
1516,-0.777444
1517,0.127391
1518,0.22102
1519,1.598
1520,-0.738673
1521,1.3042
1522,2.559344
1523,-0.283131
1524,3.612576
1525,-0.016263
1526,4.021216
1527,-2.995538
1528,4.922203
1529,1.076389
1530,1.118169
1531,3.725
1532,1.2872
1533,-2.208667
1534,2.534343
1535,0.408298
1536,2.49617
1537,2.2917
1538,3.4437
1539,-0.815581
1540,-0.683462
1541,3.7557
1542,-1.049296
1543,-1.71766
1544,2.9049
1545,0.996957
1546,-0.948649
1547,0.060417
1548,1.821695
1549,-4.94875
1550,2.439216
1551,2.324468
1552,0.441406
1553,-3.667286
1554,5.319545
1555,0.308627
1556,-0.019861
1557,1.771389
1558,-3.711268
1559,-0.7703
1560,0.152
1561,3.019767
1562,1.319024
1563,4.594536
1564,2.381486
1565,0.309444
1566,5.603056
1567,3.344
1568,1.0178
1569,4.465122
1570,-1.034227
1571,0.923286
1572,5.37404
1573,-0.335204
1574,5.868788
1575,0.5585
1576,-3.828571
1577,3.298837
1578,0.406618
1579,7.6938
1580,4.401395
1581,3.484722
1582,-1.387222
1583,6.14
1584,-2.013333
1585,1.0518
1586,3.623611
1587,0.365
1588,1.314865
1589,-3.268472
1590,5.428983
1591,-3.08125
1592,3.860638
1593,1.245051
1594,0.700417
1595,2.250244
1596,4.4707
1597,2.351538
1598,3.0362
1599,-1.8122
1600,3.556585
1601,1.0365
1602,-0.344912
1603,3.223367
1604,-3.493131
1605,-0.502821
1606,3.709688
1607,0.270714
1608,3.183571
1609,-1.160405
1610,0.876267
1611,-0.690816
1612,-4.488857
1613,-0.305352
1614,-0.54619
1615,-1.030101
1616,3.5194
1617,-0.525
1618,4.384186
1619,2.4383
1620,2.697808
1621,3.377273
1622,-0.952632
1623,2.3597
1624,0.340102
1625,1.465915
1626,2.267
1627,-2.15
1628,-0.514571
1629,-0.985429
1630,4.6714
1631,0.297778
1632,0.066207
1633,-0.323093
1634,3.147391
1635,2.1731
1636,-0.198732
1637,1.320714
1638,-2.2298
1639,5.259683
1640,-0.861778
1641,1.1894
1642,1.166458
1643,-5.317273
1644,-1.215926
1645,1.304388
1646,0.6388
1647,0.389839
1648,0.615417
1649,-0.902115
1650,-0.338788
1651,-1.601739
1652,-4.255821
1653,0.967
1654,3.042967
1655,-1.551944
1656,0.379024
1657,1.180476
1658,2.587742
1659,1.941605
1660,-0.970769
1661,-3.274388
1662,-1.355352
1663,0.422745
1664,-1.494063
1665,-0.610909
1666,-0.720385
1667,1.932703
1668,2.9692
1669,3.4142
1670,-2.929833
1671,-0.676098
1672,-0.736857
1673,3.974
1674,1.014507
1675,1.588
1676,4.831111
1677,2.168788
1678,2.252326
1679,0.41913
1680,3.82519
1681,1.935208
1682,2.670303
1683,5.528197
1684,-0.877838
1685,4.438644
1686,0.904
1687,1.351
1688,5.857805
1689,-0.556479
1690,1.608367
1691,-2.802917
1692,3.80596
1693,-0.541333
1694,1.174545
1695,-1.815
1696,1.7242
1697,2.125
1698,0.63
1699,3.007879
1700,1.076667
1701,-6.019149
1702,-1.418056
1703,6.545192
1704,1.907692
1705,-0.367143
1706,-0.966389
1707,-0.804545
1708,0.667069
1709,2.689577
1710,1.05381
1711,3.793827
1712,4.266709
1713,4.499524
1714,2.6599
1715,-5.327
1716,2.552958
1717,-2.261389
1718,3.085333
1719,-4.024643
1720,-0.035205
1721,0.6404
1722,-1.177627
1723,2.123429
1724,1.626667
1725,-0.476162
1726,1.3928
1727,-0.936136
1728,0.09339
1729,1.924082
1730,6.253902
1731,-3.2174
1732,4.64
1733,0.792323
1734,0.627872
1735,1.687105
1736,-4.372264
1737,-0.266986
1738,0.156437
1739,1.285972
1740,0.215918
1741,4.423535
1742,-0.525417
1743,1.620694
1744,-1.142329
1745,2.234306
1746,4.08459
1747,7.677442
1748,2.87831
1749,2.750667
1750,0.0784
1751,-0.412881
1752,2.287179
1753,-1.167121
1754,-2.415155
1755,0.282973
1756,-2.809111
1757,5.909032
1758,-2.128596
1759,-0.379783
1760,-0.858235
1761,3.078857
1762,3.530833
1763,0.658333
1764,1.340714
1765,0.170732
1766,2.368732
1767,6.928485
1768,-0.541571
1769,4.416082
1770,4.747143
1771,-1.677681
1772,2.22
1773,1.741081
1774,1.700339
1775,1.906714
1776,0.860816
1777,1.594306
1778,2.0785
1779,4.485972
1780,4.085417
1781,3.967449
1782,6.180476
1783,-1.919342
1784,2.610833
1785,1.765593
1786,1.783878
1787,2.503529
1788,3.606988
1789,0.258889
1790,2.741286
1791,6.599079
1792,1.687541
1793,-0.183143
1794,-1.4178
1795,1.091667
1796,0.742727
1797,2.334301
1798,-4.575761
1799,-1.158451
1800,1.520909
1801,-2.855556
1802,5.549815
1803,-5.6244
1804,1.814
1805,2.8255
1806,2.546804
1807,-2.014722
1808,8.346792
1809,1.732037
