nota, probabilitat
-6.65,0.001078846651502976
-6.6,0.0010507892837199166
-6.55,0.001055828713855709
-6.5,0.0010897427166614456
-6.46,0.0010288609525884965
-6.41,9.96717560371011E-4
-6.36,0.0010144236662535241
-6.31,0.0012091908309611692
-6.26,9.97670966072377E-4
-6.21,9.813268683346726E-4
-6.17,9.689325942169135E-4
-6.12,9.732910202803012E-4
-6.07,9.664809795562578E-4
-6.02,9.199003010038E-4
-5.97,9.130902602797565E-4
-5.92,9.203089034472426E-4
-5.87,8.990615763882268E-4
-5.83,8.866673022704676E-4
-5.78,8.752264338540744E-4
-5.73,8.70459405347244E-4
-5.68,8.411762302338568E-4
-5.63,8.343661895098132E-4
-5.58,8.241511284237479E-4
-5.53,8.479862709579003E-4
-5.49,8.336851854374089E-4
-5.44,8.17749690143147E-4
-5.39,8.098500429032566E-4
-5.34,8.605167458901404E-4
-5.29,8.301439642609062E-4
-5.24,8.248321324961523E-4
-5.19,8.32459378107081E-4
-5.15,9.004235845330355E-4
-5.1,8.648751719535283E-4
-5.05,9.058716171122703E-4
-5.0,9.053268138543469E-4
-4.95,9.802372618188256E-4
-4.9,9.342013865242914E-4
-4.85,9.65118971411449E-4
-4.81,9.660723771128152E-4
-4.76,0.0011353699895125372
-4.71,9.954917530406832E-4
-4.66,9.979433677013388E-4
-4.61,0.001022050911864453
-4.56,0.0010671333814576212
-4.51,0.0010531046975660915
-4.47,0.0010404380218193704
-4.42,0.0010456136527696436
-4.37,0.001102000789964724
-4.32,0.0010611405456204628
-4.27,0.0010732624181092603
-4.22,0.0010864738971139048
-4.17,0.0011063592160281118
-4.13,0.0010936925402813909
-4.08,0.0010698573977472386
-4.03,0.0010733986189237412
-3.98,0.001116574277114177
-3.93,0.0010612767464349437
-3.88,0.0010932839378379484
-3.83,0.0010891979134035222
-3.79,0.0010811620653491509
-3.74,0.001040982825077294
-3.69,0.0010435706405524305
-3.64,0.0010586889309598072
-3.59,0.0010867462987428666
-3.54,0.001038667411231119
-3.5,0.0010379864071587148
-3.45,0.0010610043448059819
-3.4,0.0010754416311409543
-3.35,0.0010108824450770215
-3.3,0.00102940575584642
-3.25,0.0010205527029051634
-3.2,0.0011134416583811172
-3.16,0.0010322659729505182
-3.11,0.001060868143991501
-3.06,0.0010152408711404095
-3.01,0.0010537857016384958
-2.96,0.0010329469770229225
-2.91,0.0010432982389234687
-2.86,0.0010388036120456
-2.82,0.0010634559594666377
-2.77,0.0010355347924980592
-2.72,0.0010488824723171844
-2.67,0.0010638645619100802
-2.62,0.0010814344669781125
-2.57,0.0010442516446248348
-2.52,0.0010729900164802985
-2.48,0.0010680867871589873
-2.43,0.001085111888969096
-2.38,0.0010502444804619932
-2.33,0.0010671333814576212
-2.28,0.0010919219296931396
-2.23,0.0010960079541275658
-2.18,0.0010732624181092603
-2.14,0.0011296495553043406
-2.09,0.001080889663720189
-2.04,0.0011039076013674562
-1.99,0.001070266000190681
-1.94,0.0010815706677925934
-1.89,0.0010822516718649977
-1.84,0.001110445240462538
-1.8,0.0011266531373857617
-1.75,0.001068222987973468
-1.7,0.0010665885781996976
-1.65,0.001141907628607619
-1.6,0.0010855204914125387
-1.55,0.0010829326759374022
-1.5,0.0010931477370234675
-1.46,0.0011043162038108989
-1.41,0.0010991405728606257
-1.36,0.0010890617125890413
-1.31,0.0011203878999196414
-1.26,0.0011908037210062517
-1.21,0.001168466787431389
-1.17,0.0011616567467073453
-1.12,0.001231391563721551
-1.07,0.0012602661363914957
-1.02,0.0012710260007354843
-0.97,0.0013184238841748273
-0.92,0.0013584669236322033
-0.87,0.0014885387014614347
-0.83,0.0015422018223668977
-0.78,0.0016028111848108851
-0.73,0.0016969259476171668
-0.68,0.0018719439942250856
-0.63,0.0019411340079813677
-0.58,0.0020551340897018563
-0.53,0.002170087577123711
-0.49,0.0022800016344097737
-0.44,0.002249901254409501
-0.39,0.0022847686629166044
-0.34,0.0022445894226447473
-0.29,0.003614224813064382
-0.24,0.002084144863186282
-0.19,0.00201345664047071
-0.15,0.001926015717573991
-0.1,0.0018810694487953038
-0.05,0.0017982593535909345
0.0,0.0017000585663502269
0.05,0.0016732270058974952
0.1,0.0017338363683414826
0.15,0.0016436714291551463
0.19,0.0016487108592909386
0.24,0.0016221517004671687
0.29,0.0017085030168480406
0.34,0.00164421623241307
0.39,0.0016353631794718132
0.44,0.0016254205200147097
0.49,0.0017307037496084227
0.53,0.0016792198417346536
0.58,0.0016884814971193528
0.63,0.0016948829353999537
0.68,0.0017647539532286403
0.73,0.0017264815243595156
0.78,0.0017128614429114287
0.83,0.0017490908595633402
0.87,0.0017932199234551422
0.92,0.0017632557442693508
0.97,0.001768158973590662
1.02,0.0017742880102423013
1.07,0.001906266599474265
1.12,0.0018139224472562346
1.17,0.0018045245910570545
1.21,0.0017982593535909345
1.26,0.0018852916740442107
1.31,0.0017888614973917544
1.36,0.0017804170468939404
1.41,0.001827133926260879
1.46,0.0018921017147682543
1.5,0.0018097002220073277
1.55,0.001803162582912246
1.6,0.001802072976396399
1.65,0.0018463382411026818
1.7,0.0018043883902425736
1.75,0.0017939009275275467
1.8,0.0018106536277086938
1.84,0.0018835210634559594
1.89,0.0018233203034554147
1.94,0.001841979815039294
1.99,0.0018267253238174364
2.04,0.0018957791367592378
2.09,0.0018846106699718064
2.14,0.0018523310769398402
2.18,0.0018666321624603314
2.23,0.001922065893954046
2.28,0.0018663597608313699
2.33,0.0018961877392026805
2.38,0.0019155282548589641
2.43,0.001975592814045028
2.48,0.0019110336279810954
2.52,0.0019311913485242642
2.57,0.0019546178886149738
2.62,0.0021867040764903772
2.67,0.001943858024270985
2.72,0.001959793519565247
2.77,0.001973277400198853
2.82,0.002089592895765517
2.86,0.0019781806295201647
2.91,0.0019416788112392913
2.96,0.00200719140300459
3.01,0.0020368831805614197
3.06,0.0019370479835469417
3.11,0.001942904618569619
3.16,0.0019742308059002194
3.2,0.002046144835946119
3.25,0.0019179798695196197
3.3,0.0019228830988409311
3.35,0.001923019299655412
3.4,0.0019689189741354655
3.45,0.0018878794895193472
3.5,0.0019104888247231718
3.54,0.001872488797483009
3.59,0.001925062311872625
3.64,0.0018547826916004958
3.69,0.0018332629629125182
3.74,0.0018049331935004972
3.79,0.001851513872052955
3.83,0.0018042521894280927
3.88,0.0017939009275275467
3.93,0.0017428256220972202
3.98,0.0017817790550387492
4.03,0.0017258005202871113
4.08,0.001691341714223451
4.13,0.0016992413614633415
4.17,0.00197273259694093
4.22,0.0016954277386578773
4.27,0.0016519796788384794
4.32,0.0016613775350376595
4.37,0.0017509976709660724
4.42,0.0016228327045395732
4.47,0.001600904373408153
4.51,0.001612617643453508
4.56,0.0016555209000149822
4.61,0.0016028111848108851
4.66,0.0015755710219147112
4.71,0.0015912341155800112
4.76,0.0016402664087931246
4.81,0.0015795208455346562
4.85,0.0015859222838152571
4.9,0.0016070334100597922
4.95,0.0016751338173002274
5.0,0.0016274635322319228
5.05,0.0016469402487026873
5.1,0.0016635567480693535
5.15,0.0017255281186581495
5.19,0.0016469402487026873
5.24,0.0016300513477070593
5.29,0.0016389044006483158
5.34,0.0016973345500606095
5.39,0.0016710477928658014
5.44,0.0017070048078887512
5.49,0.0017044169924136147
5.53,0.0017226679015540512
5.58,0.0016816714563953092
5.63,0.0017090478201059643
5.68,0.00167240980101061
5.73,0.002034431565900764
5.78,0.0016684599773906649
5.83,0.0016274635322319228
5.87,0.001645033437299955
5.92,0.0017215782950382042
5.97,0.0016252843192002288
6.02,0.0016394492039062394
6.07,0.001636725187616622
6.12,0.0017074134103321939
6.17,0.0016557933016439438
6.21,0.001625011917571267
6.26,0.0016669617684313752
6.31,0.0017119080372100626
6.36,0.0016944743329565112
6.41,0.0016500728674357472
6.46,0.001625148118385748
6.5,0.001690252107707604
6.55,0.0016258291224581522
6.6,0.0016338649705125237
6.65,0.0016236499094264584
6.7,0.0016348183762138898
6.75,0.00159572874245788
6.8,0.0015738004113264596
6.84,0.00156916958363411
6.89,0.0015898721074352024
6.94,0.0015723022023671701
6.99,0.0015424742239958595
7.04,0.0015518720801950396
7.09,0.0015823810626387545
7.14,0.0015427466256248213
7.18,0.001507062012230833
7.23,0.0014931695291537843
7.28,0.0017989403576633388
7.33,0.0014824096648097956
7.38,0.0014653845629996867
7.43,0.0014558505059860257
7.48,0.0015517358793805587
7.52,0.0014521730839950422
7.57,0.001473420411054058
7.62,0.0014053200038136229
7.67,0.0014374633960311082
7.72,0.0013981013606461368
7.77,0.0013857070865283775
7.82,0.0013675923782024216
7.86,0.0013916999223655357
7.91,0.0013549257024557007
7.96,0.0013652769643562469
8.01,0.0013331335721387613
8.06,0.00134702605521581
8.11,0.0013406246169352092
8.16,0.001327413137930565
8.2,0.0013276855395595265
8.25,0.0013520654853516024
8.3,0.001391563721551055
8.35,0.0013478432601026955
8.4,0.0013685457839037877
8.45,0.0014163522697865734
8.5,0.0013801228531346618
8.54,0.0014385530025469552
8.59,0.0014175780771169013
8.64,0.0015213630977513246
8.69,0.0015340297734980455
8.74,0.001550510072050231
8.79,0.0015660369649010502
8.83,0.0018603669249942115
8.88,0.0016654635594720857
8.93,0.0016888900995627955
8.98,0.0016901159068931232
9.03,0.001822911701011972
9.08,0.0017087754184770025
9.13,0.0016812628539518667
9.17,0.0016469402487026873
9.22,0.0016017215782950381
9.27,0.0014160798681576115
9.32,0.0011879435039021534
9.37,8.44036447337955E-4
9.42,3.949823619945247E-6
9.47,8.172048868852236E-7
9.51,9.534057013660942E-7
9.56,1.4982089592895765E-6
9.61,2.1792130316939294E-6
9.66,1.362008144808706E-6
9.71,8.172048868852236E-7
9.76,1.4982089592895765E-6
9.81,2.3154138461748E-6
9.85,1.362008144808706E-6
9.9,9.534057013660942E-7
9.95,1.2258073303278353E-6
10.0,1.0896065158469647E-6
